RowNumber,variable1,variable2,variable3,result
1236,111,47,P,12640
1237,335,92,R,35014
1238,435,82,X,45496
1239,459,51,Y,45390
1240,334,97,O,34049
1241,185,65,C,16750
1242,177,49,H,16272
1243,552,21,O,45267
1244,376,46,Z,37980
1245,596,55,T,54684
1246,731,90,I,59933
1247,920,20,I,68620
1248,185,23,W,18096
1249,936,43,C,65593
1250,615,45,A,42900
1251,571,95,S,55278
1252,471,22,C,33031
1253,799,88,C,59429
1254,818,16,F,58380
1255,549,27,I,42048
1256,173,10,J,13542
1257,67,16,Q,6723
1258,982,62,B,68904
1259,156,81,X,20856
1260,962,12,H,70128
1261,783,34,X,71896
1262,572,20,I,43216
1263,207,74,Q,22761
1264,420,79,Z,44910
1265,375,89,W,40368
1266,221,39,Q,21060
1267,93,62,I,11315
1268,291,18,Q,25029
1269,629,36,C,44555
1270,654,100,C,50518
1271,666,43,J,52466
1272,339,30,J,27306
1273,251,79,W,28710
1274,524,71,R,48790
1275,468,72,T,45360
1276,177,65,W,21054
1277,845,61,E,62514
1278,813,91,T,75936
1279,914,66,H,70560
1280,578,81,N,51402
1281,674,40,V,61404
1282,639,47,D,46648
1283,774,47,D,55828
1284,285,100,D,26180
1285,33,77,T,9240
1286,732,77,F,56630
1287,228,31,K,19425
1288,368,81,H,32328
1289,824,90,H,65808
1290,777,50,W,71949
1291,534,95,R,51578
1292,138,63,Q,16281
1293,322,89,Y,36579
1294,956,53,F,70630
1295,639,88,Q,58887
1296,867,96,X,84744
1297,556,84,N,49920
1298,187,25,I,15476
1299,969,89,P,84640
1300,8,71,B,5214
1301,304,74,G,26838
1302,619,52,R,55022
1303,957,86,H,75096
1304,215,28,D,16524
1305,809,75,U,75140
1306,359,98,C,30619
1307,207,24,I,16863
1308,514,82,E,41124
1309,59,15,L,5624
1310,857,79,H,67392
1311,736,76,W,70644
1312,30,71,V,8686
1313,220,18,W,20706
1314,76,33,B,7194
1315,704,100,Q,65124
1316,93,62,L,11780
1317,127,55,J,13468
1318,825,44,I,63437
1319,965,92,U,89845
1320,660,89,W,65163
1321,642,74,K,53700
1322,150,14,B,10824
1323,962,66,Z,92520
1324,752,12,G,54244
1325,683,20,C,47101
1326,590,94,R,56088
1327,388,34,R,34604
1328,325,63,V,33368
1329,837,84,M,70917
1330,521,79,O,47400
1331,865,68,T,78372
1332,55,15,V,6020
1333,930,48,J,72372
1334,260,68,K,24600
1335,958,80,J,76812
1336,414,12,Z,38340
1337,901,90,N,77298
1338,873,18,G,63261
1339,192,84,U,23460
1340,534,37,A,37115
1341,644,65,M,54593
1342,856,63,U,78115
1343,643,15,K,49350
1344,448,20,U,39780
1345,958,65,M,78771
1346,923,18,F,65870
1347,638,34,H,48384
1348,563,63,B,41316
1349,338,32,H,26640
1350,958,90,F,73360
1351,877,90,J,71558
1352,699,31,O,57670
1353,855,66,S,76443
1354,725,34,O,59961
1355,335,56,P,31280
1356,186,16,P,16160
1357,736,84,Z,73800
1358,660,13,O,53167
1359,903,81,W,85608
1360,464,100,H,40608
1361,604,26,T,52920
1362,291,65,Q,28836
1363,45,32,Q,6237
1364,988,92,G,76680
1365,969,24,P,79440
1366,863,76,I,68547
1367,621,53,K,50550
1368,494,91,L,44460
1369,64,44,O,8532
1370,942,31,W,84651
1371,176,39,G,15265
1372,699,60,V,65274
1373,34,89,E,8487
1374,425,53,Z,43020
1375,92,13,A,6825
1376,385,55,S,36520
1377,676,42,S,59594
1378,63,84,C,9849
1379,325,39,V,31304
1380,325,33,W,31146
1381,575,70,N,50310
1382,361,78,B,28974
1383,32,99,A,8515
1384,638,12,N,50700
1385,944,33,K,73275
1386,443,68,C,34237
1387,17,36,F,3710
1388,227,81,L,23408
1389,173,81,H,18288
1390,654,67,N,56238
1391,357,85,D,30056
1392,733,10,P,59440
1393,461,47,Z,45720
1394,764,93,Q,69417
1395,562,93,H,47160
1396,3,26,R,2378
1397,339,38,C,25259
1398,137,52,D,12852
1399,608,83,B,45606
1400,250,74,V,27864
1401,34,29,N,4914
1402,716,38,Y,67106
1403,731,85,T,68544
1404,215,25,M,18480
1405,321,98,C,28073
1406,824,97,A,59865
1407,772,14,A,51090
1408,300,64,A,23660
1409,120,27,S,12201
1410,325,15,E,23460
1411,951,77,Z,92520
1412,390,95,K,36375
1413,965,42,L,76532
1414,779,35,E,56166
1415,40,58,N,7644
1416,220,20,H,17280
1417,841,50,Z,80190
1418,867,21,M,68376
1419,845,75,F,64400
1420,739,69,L,61408
1421,631,84,G,50765
1422,842,98,M,72380
1423,229,25,F,17780
1424,987,26,R,83066
1425,899,83,Q,79542
1426,926,61,N,76986
1427,903,36,R,76998
1428,712,29,Q,60021
1429,978,62,G,73840
1430,226,45,I,19783
1431,313,76,K,29175
1432,926,39,R,79130
1433,329,87,O,32864
1434,311,94,A,26325
1435,105,60,J,12210
1436,341,48,N,30342
1437,400,55,Z,40950
1438,779,92,S,72293
1439,218,23,H,17352
1440,666,24,X,60720
1441,769,43,K,60900
1442,416,51,U,39695
1443,798,81,N,68562
1444,151,34,H,13320
1445,641,43,H,49248
1446,473,65,T,45192
1447,205,28,J,17242
1448,828,13,N,65598
1449,923,15,L,71288
1450,778,75,E,58857
1451,835,100,Q,75735
1452,210,44,F,17780
1453,227,16,F,17010
1454,308,67,K,28125
1455,134,19,N,11934
1456,670,24,M,53438
1457,1,28,K,2175
1458,590,15,S,50215
1459,996,26,S,84826
1460,592,14,S,50298
1461,763,29,O,62568
1462,732,97,O,65491
1463,265,44,V,26574
1464,801,18,M,63063
1465,407,66,S,39259
1466,477,83,Q,45360
1467,463,74,K,40275
1468,638,20,W,57246
1469,385,16,Y,35689
1470,371,22,H,28296
1471,605,78,G,48493
1472,488,20,L,38608
1473,577,53,E,43470
1474,647,30,M,52129
1475,289,94,L,29108
1476,435,69,L,38304
1477,866,20,N,69108
1478,606,88,C,46498
1479,484,95,K,43425
1480,422,38,B,30360
1481,818,90,J,67192
1482,989,43,E,71208
1483,557,31,Q,47628
1484,527,53,L,44080
1485,555,17,K,42900
1486,514,11,Z,47250
1487,656,93,G,53179
1488,922,94,H,73152
1489,169,66,G,16685
1490,13,46,H,4248
1491,293,56,V,30014
1492,736,22,X,66704
1493,233,20,Q,20493
1494,381,49,L,32680
1495,33,36,H,4968
1496,838,56,E,61686
1497,403,51,T,38136
1498,300,53,T,29652
1499,102,58,Q,12960
1500,204,10,J,15836
1501,237,78,D,21420
1502,257,70,F,22890
1503,634,54,L,52288
1504,831,91,Q,74682
1505,130,15,L,11020
1506,275,29,Y,27056
1507,23,13,J,2664
1508,272,91,O,28677
1509,160,86,Y,21894
1510,956,19,Q,78975
1511,606,11,G,43807
1512,212,40,S,20916
1513,151,76,V,19522
1514,724,25,F,52430
1515,608,99,K,53025
1516,695,16,Y,63279
1517,364,16,S,31540
1518,613,72,V,58910
1519,22,48,Q,5670
1520,849,77,M,71302
1521,673,97,O,60830
1522,975,27,I,73146
1523,273,45,R,26076
1524,257,69,Q,26406
1525,575,83,C,44086
1526,127,30,O,12403
1527,517,72,C,39463
1528,716,92,L,61408
1529,503,65,L,43168
1530,751,17,B,50688
1531,731,63,H,57168
1532,762,74,R,68552
1533,942,74,W,88392
1534,561,48,D,41412
1535,326,94,L,31920
1536,354,19,D,25364
1537,3,53,M,4312
1538,947,86,D,70244
1539,132,39,J,12654
1540,120,54,F,12180
1541,542,52,V,51084
1542,817,83,C,60300
1543,411,46,E,31533
1544,116,28,Z,12960
1545,207,82,I,21097
1546,565,68,G,44943
1547,637,41,N,52884
1548,276,57,H,23976
1549,833,76,K,68175
1550,239,58,S,24651
1551,114,37,D,10268
1552,579,99,E,46782
1553,932,71,U,85255
1554,211,59,B,17820
1555,665,88,A,48945
1556,760,10,Y,68530
1557,203,33,W,20532
1558,606,13,R,50758
1559,419,33,U,38420
1560,152,19,C,11457
1561,597,94,H,49752
1562,718,39,U,64345
1563,91,21,U,9520
1564,604,30,F,44380
1565,572,27,L,45524
1566,109,58,W,14529
1567,925,18,F,66010
1568,663,73,J,54464
1569,687,32,I,52487
1570,220,53,A,17745
1571,348,53,H,28872
1572,820,66,R,72652
1573,999,30,X,90552
1574,370,20,X,34320
1575,763,86,O,67071
1576,809,89,H,64656
1577,316,15,F,23170
1578,593,78,D,45628
1579,428,61,X,43032
1580,447,39,K,36450
1581,358,54,I,30076
1582,674,89,G,54173
1583,706,80,X,69168
1584,349,29,S,31374
1585,773,70,A,54795
1586,32,79,X,9768
1587,885,43,S,77024
1588,10,39,R,4018
1589,378,53,E,29739
1590,994,91,T,91140
1591,317,97,S,34362
1592,187,73,N,20280
1593,673,95,J,56832
1594,848,82,L,70680
1595,719,46,X,67320
1596,633,60,S,57519
1597,996,64,W,92220
1598,528,32,G,39760
1599,882,19,Z,81090
1600,252,54,V,26316
1601,439,61,P,40000
1602,939,53,T,83328
1603,562,80,A,41730
1604,415,82,M,38269
1605,273,71,I,25112
1606,722,61,T,65772
1607,849,91,J,69560
1608,633,71,M,54208
1609,313,47,X,31680
1610,469,47,S,42828
1611,369,23,O,30968
1612,243,17,I,18980
1613,333,40,Q,30213
1614,126,58,P,14720
1615,909,81,F,69300
1616,450,19,I,34237
1617,308,85,I,28689
1618,327,100,C,28609
1619,345,65,Q,33210
1620,481,91,E,39468
1621,906,68,Q,78894
1622,715,59,K,58050
1623,901,48,I,69277
1624,286,47,C,22311
1625,586,31,U,52445
1626,292,46,T,28392
1627,681,16,A,45305
1628,297,58,V,30530
1629,684,84,O,60672
1630,48,74,W,10614
1631,371,80,E,31119
1632,718,83,M,61677
1633,517,82,Z,53910
1634,548,88,D,43248
1635,459,86,I,39785
1636,401,40,P,35280
1637,561,26,T,49308
1638,264,58,Z,28980
1639,313,86,Q,32319
1640,32,99,N,10218
1641,606,19,Q,50625
1642,481,39,S,43160
1643,256,94,C,23450
1644,975,20,B,65670
1645,926,41,B,63822
1646,526,26,J,40848
1647,418,92,C,34170
1648,173,61,J,17316
1649,414,16,W,37410
1650,113,37,H,10800
1651,652,86,K,55350
1652,844,89,O,73707
1653,900,64,Z,86760
1654,920,23,K,70725
1655,241,32,L,20748
1656,801,85,O,69994
1657,284,87,P,29680
1658,411,30,C,29547
1659,771,92,A,56095
1660,555,51,E,41814
1661,95,10,O,8295
1662,738,78,H,58752
1663,856,71,L,70452
1664,626,26,Z,58680
1665,131,27,F,11060
1666,673,85,Z,68220
1667,855,63,A,59670
1668,964,90,D,71672
1669,962,62,V,88064
1670,508,25,M,41041
1671,772,90,A,56030
1672,429,57,P,38880
1673,353,13,Z,32940
1674,275,98,N,29094
1675,9,64,Y,6497
1676,553,69,N,48516
1677,658,27,J,50690
1678,773,73,U,71910
1679,750,72,D,55896
1680,841,16,E,59133
1681,37,82,F,8330
1682,428,78,I,36938
1683,724,58,T,65688
1684,75,58,J,9842
1685,678,60,X,64944
1686,862,97,I,70007
1687,686,99,B,51810
1688,398,50,B,29568
1689,770,89,Q,69579
1690,751,80,U,70635
1691,444,25,R,38458
1692,159,19,X,15664
1693,632,93,U,61625
1694,224,17,D,16388
1695,775,63,B,55308
1696,318,53,S,30793
1697,259,33,S,24236
1698,454,63,F,36190
1699,503,19,D,35496
1700,891,59,O,75050
1701,6,43,Y,4361
1702,998,83,E,74589
1703,317,45,L,27512
1704,586,99,I,50005
1705,420,73,V,42398
1706,573,13,E,40434
1707,130,15,C,9715
1708,235,26,N,20358
1709,385,57,D,30056
1710,935,40,M,75075
1711,724,89,O,64227
1712,187,69,C,17152
1713,709,48,U,64345
1714,475,26,F,35070
1715,928,10,W,81606
1716,776,73,N,66222
1717,87,33,J,8880
1718,827,65,A,57980
1719,30,59,F,6230
1720,792,25,J,60458
1721,512,76,Y,52332
1722,372,81,R,37146
1723,150,61,C,14137
1724,768,58,K,61950
1725,364,75,P,35120
1726,146,72,X,19184
1727,435,49,O,38236
1728,535,25,O,44240
1729,829,35,E,59616
1730,93,16,G,7739
1731,825,46,O,68809
1732,971,83,G,74834
1733,839,55,E,61686
1734,56,33,G,6319
1735,657,19,V,58136
1736,339,78,M,32109
1737,352,45,B,26202
1738,497,39,T,45024
1739,502,87,O,46531
1740,53,22,A,4875
1741,682,56,C,49446
1742,333,44,O,29783
1743,298,86,C,25728
1744,271,49,X,28160
1745,329,30,J,26566
1746,988,11,M,76923
1747,540,33,G,40683
1748,135,28,J,12062
1749,868,55,N,71994
1750,781,60,U,71485
1751,917,16,A,60645
1752,439,55,X,43472
1753,514,52,N,44148
1754,364,42,Z,36540
1755,126,97,C,14941
1756,58,66,F,8680
1757,806,88,L,67944
1758,666,10,L,51376
1759,148,15,Q,13203
1760,99,56,R,12710
1761,244,52,W,25752
1762,272,75,M,26719
1763,155,53,T,17472
1764,762,85,A,55055
1765,929,21,B,62700
1766,528,42,I,41610
1767,318,96,B,27324
1768,309,64,J,27602
1769,244,28,D,18496
1770,120,32,W,13224
1771,742,55,Q,64557
1772,300,99,D,27132
1773,745,18,U,64855
1774,602,16,B,40788
1775,932,97,N,80262
1776,234,56,X,25520
1777,3,26,K,2175
1778,442,52,P,39520
1779,162,86,I,18104
1780,373,14,Y,34443
1781,78,68,K,10950
1782,614,14,D,42704
1783,675,12,V,59082
1784,478,11,V,42054
1785,841,45,C,59362
1786,598,56,D,44472
1787,135,72,K,15525
1788,298,12,W,26970
1789,519,71,G,41890
1790,766,39,V,69230
1791,261,50,C,20837
1792,60,13,G,5183
1793,944,84,T,86352
1794,402,90,B,32472
1795,476,31,O,40053
1796,372,66,U,37230
1797,230,27,G,18247
1798,348,46,V,33884
1799,711,53,T,64176
1800,732,94,T,69384
1801,263,36,G,21229
1802,784,87,B,57486
1803,311,85,F,27720
1804,447,19,K,34950
1805,968,37,J,74370
1806,711,69,U,66300
1807,69,57,H,9072
1808,113,37,W,13050
1809,371,30,I,29273
1810,423,77,I,36500
1811,854,15,J,64306
1812,630,84,E,49266
1813,486,56,Z,48780
1814,115,38,R,12546
1815,674,27,L,53276
1816,523,85,S,50464
1817,654,10,X,58432
1818,49,52,S,8383
1819,577,11,W,51156
1820,650,44,J,51356
1821,894,22,H,65952
1822,522,88,W,53070
1823,771,13,I,57232
1824,434,24,G,32518
1825,747,18,G,54315
1826,611,94,L,53580
1827,470,91,J,41514
1828,676,64,F,51800
1829,796,75,Z,78390
1830,483,26,P,40720
1831,659,66,G,51475
1832,367,14,P,30480
1833,824,30,I,62342
1834,894,14,F,63560
1835,450,61,Q,41391
1836,187,64,H,18072
1837,982,26,A,65520
1838,653,53,R,57892
1839,236,74,I,22630
1840,393,35,X,37664
1841,783,51,W,72558
1842,47,50,R,7954
1843,893,40,J,69042
1844,319,93,D,28016
1845,503,90,A,38545
1846,291,87,F,26460
1847,993,74,K,80025
1848,619,43,F,46340
1849,877,23,A,58500
1850,679,12,W,60117
1851,440,94,O,42186
1852,869,68,T,78708
1853,891,98,E,68241
1854,731,83,Z,73260
1855,598,25,I,45479
1856,370,95,A,30225
1857,178,70,U,21080
1858,880,48,W,80736
1859,1,90,S,7553
1860,376,81,N,35646
1861,821,21,B,55572
1862,783,71,J,63196
1863,733,54,P,62960
1864,748,44,T,66528
1865,734,85,A,53235
1866,229,49,E,19182
1867,740,18,C,50786
1868,558,73,Y,56159
1869,690,42,S,60756
1870,866,46,N,71136
1871,613,16,W,54723
1872,982,38,S,84660
1873,457,58,L,39140
1874,880,67,A,61555
1875,264,98,B,23892
1876,171,32,L,15428
1877,142,97,O,18881
1878,227,61,O,22752
1879,867,12,J,65046
1880,282,80,M,27874
1881,251,27,J,20572
1882,310,84,U,33490
1883,601,89,M,53130
1884,424,39,B,30558
1885,36,97,S,11039
1886,768,69,Y,74493
1887,881,84,E,66585
1888,250,87,K,25275
1889,530,90,U,52700
1890,50,71,H,8712
1891,187,67,B,16764
1892,488,66,J,40996
1893,11,50,K,4575
1894,483,50,M,41041
1895,221,59,H,20160
1896,237,91,B,21648
1897,390,16,G,28826
1898,233,53,X,25168
1899,761,78,B,55374
1900,149,69,K,16350
1901,167,31,A,12870
1902,572,86,Z,59220
1903,787,54,Y,74849
1904,989,75,J,78736
1905,467,59,E,36294
1906,482,35,G,36707
1907,470,97,D,38556
1908,438,70,R,41656
1909,950,12,I,70226
1910,607,71,J,50172
1911,272,62,T,28056
1912,758,47,E,55545
1913,389,70,X,40392
1914,84,24,A,7020
1915,82,96,E,12282
1916,633,24,Y,58473
1917,798,33,O,65649
1918,681,40,C,48307
1919,727,42,G,54599
1920,760,42,B,52932
1921,983,78,G,75331
1922,134,81,D,14620
1923,660,30,S,57270
1924,577,53,G,44730
1925,374,87,R,37802
1926,174,49,E,15387
1927,784,86,N,67860
1928,305,79,V,33024
1929,982,62,H,75168
1930,194,81,I,20075
1931,905,68,Y,86597
1932,967,68,P,82800
1933,597,28,F,43750
1934,40,69,I,7957
1935,37,74,G,7881
1936,744,89,N,64974
1937,657,23,B,44880
1938,845,15,H,61920
1939,706,64,N,60060
1940,743,62,S,66815
1941,659,60,U,61115
1942,61,38,I,7227
1943,161,36,U,16745
1944,874,34,O,71732
1945,260,89,O,27571
1946,929,84,C,67871
1947,224,65,Z,26010
1948,172,61,A,15145
1949,28,45,B,4818
1950,130,24,P,12320
1951,521,53,P,45920
1952,337,81,X,36784
1953,394,82,H,34272
1954,306,98,G,28684
1955,409,57,X,41008
1956,323,67,I,28470
1957,471,47,J,38332
1958,935,97,P,82560
1959,814,17,L,63156
1960,431,100,U,45135
1961,558,40,T,50232
1962,838,62,H,64800
1963,101,15,X,10208
1964,883,94,C,65459
1965,328,58,K,28950
1966,555,49,L,45904
1967,957,37,G,70574
1968,867,36,Y,80367
1969,244,86,V,28380
1970,563,21,U,49640
1971,533,36,O,44951
1972,564,76,B,42240
1973,65,68,N,10374
1974,186,43,Q,18549
1975,730,28,K,56850
1976,321,21,Y,30438
1977,618,24,M,49434
1978,729,54,G,55593
1979,243,44,Y,25543
1980,473,55,F,36960
1981,853,51,T,75936
1982,867,19,L,67336
1983,946,71,P,81360
1984,970,85,K,79125
1985,363,74,G,31027
1986,220,21,D,16388
1987,867,77,M,72688
1988,221,18,P,19120
1989,376,64,G,31240
1990,613,36,C,43483
1991,910,63,F,68110
1992,778,89,D,58956
1993,498,88,E,40434
1994,486,31,B,34122
1995,801,56,U,72845
1996,850,10,O,67940
1997,896,80,P,78080
1998,569,17,D,39848
1999,106,49,B,10230
2000,436,62,S,41334
2001,937,93,I,75190
2002,614,59,O,53167
2003,361,72,Y,38537
2004,802,77,M,67683
2005,811,34,H,60840
2006,843,78,K,69075
2007,946,62,O,79632
2008,22,26,U,4080
2009,79,30,X,9592
2010,734,25,I,55407
2011,539,70,V,52374
2012,187,43,V,19780
2013,990,32,D,69496
2014,609,87,W,60552
2015,506,66,Q,46332
2016,633,90,S,60009
2017,280,80,W,31320
2018,304,66,T,31080
2019,826,14,H,60480
2020,676,40,F,50120
2021,699,78,U,66045
2022,506,68,A,37310
2023,605,49,O,51666
2024,310,40,K,26250
2025,439,83,X,45936
2026,203,56,Q,20979
2027,704,13,W,62379
2028,116,92,B,13728
2029,16,30,G,3266
2030,640,93,G,52043
2031,906,28,F,65380
2032,329,95,W,36888
2033,422,55,K,35775
2034,328,16,M,26488
2035,267,94,W,31407
2036,746,10,G,53676
2037,643,95,B,48708
2038,193,28,T,18564
2039,669,67,E,50784
2040,294,65,J,26566
2041,409,19,K,32100
2042,520,44,Z,50760
2043,12,86,R,8036
2044,23,30,Z,4770
2045,75,14,J,6586
2046,55,43,H,7056
2047,931,16,S,78601
2048,762,15,F,54390
2049,514,88,S,49966
2050,776,48,E,56856
2051,461,87,Y,48772
2052,96,47,E,9867
2053,811,16,A,53755
2054,740,83,T,69132
2055,521,88,E,42021
2056,50,81,P,10480
2057,264,90,Y,31506
2058,145,22,V,14362
2059,680,74,J,55796
2060,406,95,T,42084
2061,547,59,L,46056
2062,34,25,L,4484
2063,691,83,G,54954
2064,116,74,N,14820
2065,226,44,Y,24030
2066,270,76,A,22490
2067,99,59,V,13588
2068,267,92,K,26925
2069,702,39,V,63726
2070,834,40,D,59432
2071,665,30,I,50735
2072,517,40,B,36762
2073,112,36,D,10064
2074,50,58,N,8424
2075,387,52,C,29413
2076,733,27,B,50160
2077,753,40,X,69784
2078,429,70,Z,44910
2079,557,10,U,48195
2080,708,50,R,62156
2081,417,77,Z,44460
2082,848,50,Q,72738
2083,52,71,X,10824
2084,3,20,O,1817
2085,119,12,H,9432
2086,156,97,K,18975
2087,880,91,Q,78651
2088,707,59,W,66642
2089,659,18,V,58222
2090,893,19,P,72960
2091,547,53,L,45600
2092,558,77,I,46355
2093,266,89,E,24495
2094,654,99,U,64005
2095,280,44,S,26892
2096,648,21,P,53520
2097,370,60,Z,38700
2098,545,16,W,48807
2099,801,49,U,72250
2100,188,22,H,15120
2101,203,56,I,18907
2102,16,54,R,5740
2103,284,69,Q,28593
2104,44,50,W,8178
2105,213,63,V,23736
2106,12,32,H,3168
2107,768,10,T,65352
2108,452,21,R,38786
2109,297,14,R,25502
2110,543,26,N,44382
2111,595,71,X,58608
2112,33,42,G,5325
2113,5,46,Y,4539
2114,685,22,T,59388
2115,300,99,P,31920
2116,800,95,I,65335
2117,854,67,W,80127
2118,705,67,N,60216
2119,98,19,V,10062
2120,320,97,F,29190
2121,983,84,L,81092
2122,912,52,D,65552
2123,168,56,P,17920
2124,110,38,U,12580
2125,145,76,L,16796
2126,772,77,V,73014
2127,526,53,Z,52110
2128,827,19,G,60066
2129,205,89,C,19698
2130,654,81,R,60270
2131,971,88,C,70953
2132,974,97,X,94248
2133,437,68,B,33330
2134,939,24,E,66447
2135,856,10,D,58888
2136,771,66,B,55242
2137,531,72,M,46431
2138,171,53,R,18368
2139,670,84,I,55042
2140,732,52,P,62720
2141,375,68,I,32339
2142,796,53,O,67071
2143,449,90,B,35574
2144,706,51,G,53747
2145,68,74,E,9798
2146,605,12,P,49360
2147,545,25,Y,50730
2148,6,79,U,7225
2149,741,50,D,53788
2150,543,72,S,51045
2151,589,65,Y,58206
2152,252,59,M,23947
2153,269,10,H,20088
2154,129,91,E,15180
2155,445,70,L,39140
2156,393,16,Z,36810
2157,361,41,G,28542
2158,149,36,H,13320
2159,522,13,N,41730
2160,136,75,H,15192
2161,418,52,P,37600
2162,340,10,E,24150
2163,310,67,X,33176
2164,23,74,K,7275
2165,277,82,H,25848
2166,839,33,W,75864
2167,829,96,H,66600
2168,517,14,F,37170
2169,123,22,T,12180
2170,488,55,Y,48327
2171,408,30,Y,38982
2172,846,80,L,70376
2173,465,94,Z,50310
2174,788,77,L,65740
2175,37,66,F,7210
2176,109,28,L,10412
2177,23,17,U,3400
2178,906,26,B,61512
2179,775,21,J,58904
2180,418,77,E,34155
2181,443,55,W,43326
2182,522,13,J,39590
2183,473,21,V,42484
2184,111,78,A,12285
2185,326,20,B,22836
2186,815,91,W,78822
2187,50,86,B,8976
2188,363,41,F,28280
2189,930,68,Q,80838
2190,505,51,M,42812
2191,488,96,I,42632
2192,673,44,R,58794
2193,934,20,Z,85860
2194,943,27,R,79540
2195,142,50,M,14784
2196,81,14,W,8265
2197,109,72,W,15747
2198,203,100,V,26058
2199,976,20,V,85656
2200,239,21,X,22880
2201,781,21,A,52130
2202,141,100,X,21208
2203,681,44,I,52925
2204,778,75,Z,76770
2205,581,62,M,49511
2206,628,91,V,61834
2207,62,72,Z,12060
2208,335,96,P,34480
2209,88,51,D,9452
2210,457,32,F,34230
2211,689,75,P,61120
2212,578,70,P,51840
2213,623,53,B,44616
2214,494,21,E,35535
2215,936,59,U,84575
2216,551,56,J,44918
2217,423,98,S,43243
2218,134,25,U,13515
2219,383,57,B,29040
2220,766,61,A,53755
2221,15,29,F,3080
2222,79,46,G,8875
2223,3,34,G,2627
2224,105,44,A,9685
2225,520,73,F,41510
2226,563,81,Q,52164
2227,765,12,Y,69153
2228,851,20,I,63583
2229,963,59,N,79716
2230,75,24,M,7623
2231,965,78,G,74053
2232,354,83,O,34523
2233,62,63,T,10500
2234,905,85,R,81180
2235,617,44,S,54863
2236,630,70,V,60200
2237,440,55,I,36135
2238,714,74,I,57524
2239,660,86,Q,60426
2240,297,63,T,30240
2241,340,63,I,29419
2242,269,38,F,21490
2243,17,99,S,9628
2244,333,56,U,33065
2245,848,30,B,57948
2246,510,18,H,38016
2247,780,33,K,60975
2248,208,82,S,24070
2249,199,76,T,23100
2250,739,34,M,59521
2251,830,36,S,71878
2252,101,14,W,10005
2253,15,61,O,6004
2254,224,38,L,19912
2255,674,20,S,57602
2256,485,50,B,35310
2257,108,80,T,15792
2258,856,10,Y,77074
2259,276,52,M,25256
2260,521,13,V,45924
2261,538,65,S,50049
2262,307,56,Q,29403
2263,298,13,O,24569
2264,472,79,Z,49590
2265,68,13,U,6885
2266,275,44,L,24244
2267,125,39,O,12956
2268,71,11,M,6314
2269,161,91,T,21168
2270,522,95,K,46275
2271,160,20,Z,16200
2272,556,13,G,40399
2273,856,27,C,59161
2274,913,23,R,76752
2275,848,43,R,73062
2276,354,65,V,36034
2277,339,14,N,27534
2278,30,92,S,10126
2279,45,63,N,8424
2280,409,99,Q,41148
2281,980,20,I,73000
2282,370,82,G,32092
2283,792,30,F,57540
2284,917,61,S,81174
2285,705,51,V,65016
2286,604,30,G,45014
2287,21,31,U,4420
2288,61,48,Z,9810
2289,227,31,F,18060
2290,394,82,D,32368
2291,962,53,E,70035
2292,86,89,S,14525
2293,499,65,X,49632
2294,844,41,F,61950
2295,308,53,A,23465
2296,478,76,W,48198
2297,116,46,J,11988
2298,298,98,O,31284
2299,60,16,I,5548
2300,679,46,U,61625
2301,986,75,E,73209
2302,721,73,I,57962
2303,135,96,N,18018
2304,320,71,G,27761
2305,771,35,U,68510
2306,36,89,L,9500
2307,741,65,A,52390
2308,79,66,M,11165
2309,693,99,B,52272
2310,672,49,D,49028
2311,736,48,G,55664
2312,576,89,Y,59185
2313,347,34,L,28956
2314,766,82,Y,75472
2315,711,87,L,60648
2316,259,76,T,28140
2317,897,59,I,69788
2318,124,77,Z,18090
2319,976,16,U,84320
2320,792,20,N,63336
2321,843,60,Q,73143
2322,883,33,O,72364
2323,337,65,Y,35778
2324,447,78,Z,47250
